ensembl	symbol	datatype	CCRCC.val	CCRCC.pval	COAD.val	COAD.pval	HNSCC.val	HNSCC.pval	LSCC.val	LSCC.pval	LUAD.val	LUAD.pval	OV.val	OV.pval	PDAC.val	PDAC.pval	UCEC.val	UCEC.pval	metap
ENSG00000121410	A1BG	protein	 2.9e-01	 5.1e-05	-1.0e+00	-6.9e-21	-1.2e+00	-5.8e-25	-1.2e+00	-4.6e-34	-9.6e-01	-1.2e-33	-1.2e+00	-1.3e-08	 3.4e-01	 1.6e-04	-9.2e-01	-7.9e-10	 -1.7e-64
ENSG00000148584	A1CF	protein	-5.1e-01	-1.3e-09	-6.5e-02	-4.0e-01	NA	NA	NA	NA	-3.3e-01	-5.0e-02	NA	NA	-1.9e+00	-1.7e-15	NA	NA	 -4.1e-17
ENSG00000175899	A2M	protein	 4.9e-01	 2.3e-08	-1.2e+00	-4.2e-26	-1.3e+00	-2.2e-22	-1.7e+00	-7.5e-35	-1.4e+00	-2.0e-34	-1.3e+00	-1.8e-08	 2.7e-01	 2.2e-02	-9.3e-01	-2.1e-07	 -4.9e-64
ENSG00000166535	A2ML1	protein	NA	NA	NA	NA	-2.0e+00	-1.6e-18	 1.2e+00	 5.7e-10	-4.9e-01	-1.2e-02	-8.0e-01	-2.2e-03	 7.7e-01	 9.3e-05	 5.9e-01	 1.1e-03	 -8.6e-01
ENSG00000184389	A3GALT2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000128274	A4GALT	protein	NA	NA	NA	NA	-4.1e-02	-9.4e-01	 2.4e-01	 6.3e-04	NA	NA	NA	NA	NA	NA	NA	NA	  1.8e-02
ENSG00000118017	A4GNT	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000094914	AAAS	protein	 1.6e-01	 9.9e-17	 3.2e-01	 2.1e-18	 1.1e-01	 3.0e-05	 3.7e-01	 5.2e-30	 1.4e-01	 2.9e-12	 3.6e-01	 3.6e-08	 1.7e-01	 5.9e-04	 7.8e-03	 8.5e-01	  1.6e-66
ENSG00000081760	AACS	protein	-2.8e-01	-1.6e-06	 3.4e-01	 5.7e-13	-2.0e-01	-4.5e-03	 6.7e-01	 7.3e-28	 7.7e-01	 1.7e-31	 1.6e-01	 2.8e-01	 5.0e-02	 3.9e-01	 6.8e-01	 3.4e-08	  1.0e-25
ENSG00000114771	AADAC	protein	NA	NA	NA	NA	-1.4e+00	-7.0e-13	-4.5e-01	-2.6e-04	-1.1e+00	-3.5e-18	NA	NA	-1.2e+00	-8.5e-08	NA	NA	 -1.6e-35
ENSG00000197953	AADACL2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000188984	AADACL3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000204518	AADACL4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109576	AADAT	protein	-1.7e+00	-4.7e-27	NA	NA	NA	NA	-2.2e-01	-3.3e-02	-3.7e-01	-6.9e-06	NA	NA	NA	NA	 1.2e+00	 1.6e-07	 -1.2e-09
ENSG00000103591	AAGAB	protein	-1.1e-01	-6.6e-05	 3.1e-01	 2.7e-13	 1.0e-01	 1.7e-02	 5.6e-01	 6.0e-32	 3.1e-01	 1.8e-23	 2.8e-01	 1.7e-04	 1.7e-01	 3.7e-03	 3.2e-01	 2.5e-05	  7.2e-42
ENSG00000115977	AAK1	protein	-2.7e-01	-6.6e-20	-1.3e-01	-3.6e-07	 3.2e-01	 8.0e-22	 1.6e-01	 2.6e-11	-5.9e-03	-7.5e-01	-9.4e-02	-4.2e-01	-1.0e-01	-3.3e-03	 2.8e-02	 6.2e-01	 -3.0e-01
ENSG00000087884	AAMDC	protein	 1.2e-01	 3.0e-02	-7.7e-01	-1.3e-20	-6.8e-01	-4.3e-13	-7.7e-01	-2.3e-25	-4.3e-01	-4.8e-12	-5.2e-01	-7.8e-04	 4.3e-01	 5.2e-05	-2.1e-02	-7.7e-01	 -1.8e-28
ENSG00000127837	AAMP	protein	 3.2e-01	 7.3e-14	 1.3e-01	 1.2e-04	 1.4e-01	 3.5e-04	 4.6e-01	 2.5e-24	 2.4e-01	 5.6e-16	 2.1e-01	 2.1e-03	-1.1e-01	-6.1e-03	 8.4e-02	 1.9e-01	  7.5e-35
ENSG00000129673	AANAT	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000131043	AAR2	protein	 2.3e-01	 1.9e-25	 1.5e-01	 1.6e-04	 2.3e-01	 1.4e-07	 1.3e-01	 2.5e-07	 7.9e-02	 4.4e-05	 3.0e-01	 7.8e-04	 6.7e-02	 2.3e-01	-8.0e-02	-3.3e-02	  3.5e-28
ENSG00000205002	AARD	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000090861	AARS1	protein	 1.1e-01	 2.1e-05	 1.3e-01	 5.7e-07	 2.8e-01	 4.0e-10	 6.4e-01	 2.4e-33	 5.3e-01	 1.9e-31	 3.2e-01	 4.6e-05	-6.3e-01	-4.5e-09	 1.5e-01	 1.5e-03	  1.1e-46
ENSG00000124608	AARS2	protein	-1.1e-01	-1.6e-03	-3.4e-02	-2.0e-01	-1.1e-01	-8.4e-04	 1.7e-01	 2.0e-08	 1.8e-01	 2.2e-08	 4.3e-02	 4.5e-01	-3.6e-01	-2.4e-08	-1.3e-01	-2.6e-02	 -2.0e-01
ENSG00000266967	AARSD1	protein	-1.3e-02	-8.3e-01	NA	NA	-2.7e-01	-1.1e-04	 4.5e-01	 1.4e-15	 5.9e-01	 1.1e-21	NA	NA	-6.9e-01	-9.9e-06	-1.1e-01	-2.1e-01	  8.8e-03
ENSG00000157426	AASDH	protein	-5.7e-01	-1.5e-02	NA	NA	-8.9e-01	-1.7e-08	-1.5e-01	-4.9e-02	-3.3e-01	-1.4e-02	-1.1e-01	-5.6e-01	NA	NA	-5.4e-01	-6.4e-04	 -1.6e-11
ENSG00000149313	AASDHPPT	protein	 3.9e-02	 1.3e-01	 1.3e-01	 1.1e-04	 9.4e-02	 9.5e-03	 3.3e-01	 8.2e-22	 3.4e-01	 4.8e-27	 2.7e-01	 4.9e-03	 7.6e-02	 3.1e-01	 4.9e-02	 2.1e-01	  2.9e-32
ENSG00000008311	AASS	protein	-1.6e+00	-3.7e-29	-3.9e-01	-1.2e-17	-8.8e-01	-3.6e-17	 4.9e-02	 5.0e-01	-1.8e-01	-4.7e-03	-8.1e-01	-1.8e-07	-9.4e-01	-2.2e-18	-1.0e+00	-1.4e-08	 -6.9e-70
ENSG00000275700	AATF	protein	 3.3e-01	 3.2e-21	 6.1e-01	 1.8e-26	 1.5e-01	 6.7e-04	 6.8e-01	 9.3e-30	 5.6e-01	 8.8e-29	 4.0e-01	 2.5e-05	-1.0e-01	-2.2e-01	 1.8e-02	 7.6e-01	  6.4e-68
ENSG00000181409	AATK	protein	NA	NA	NA	NA	NA	NA	-1.5e+00	-2.2e-21	-8.4e-01	-1.8e-15	NA	NA	-1.3e+00	-5.8e-06	NA	NA	 -6.4e-37
ENSG00000183044	ABAT	protein	-2.3e+00	-1.1e-29	-2.6e-01	-5.9e-03	-7.7e-01	-3.2e-14	-3.3e-01	-7.5e-06	 7.7e-02	 3.2e-01	 1.8e-01	 2.9e-01	-2.3e+00	-2.8e-13	-5.9e-01	-2.0e-04	 -2.2e-35
ENSG00000165029	ABCA1	protein	 4.8e-01	 3.6e-08	NA	NA	-3.8e-01	-3.4e-04	 1.5e-02	 7.4e-01	-1.6e-01	-2.2e-05	-4.1e-02	-7.6e-01	 4.5e-01	 3.2e-04	-1.9e-01	-5.1e-02	 -8.1e-01
ENSG00000154263	ABCA10	protein	NA	NA	NA	NA	 8.0e-02	 6.4e-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  6.4e-01
ENSG00000144452	ABCA12	protein	NA	NA	NA	NA	 4.9e-01	 2.3e-05	 8.3e-01	 9.5e-10	-8.0e-02	-5.4e-01	NA	NA	NA	NA	-2.1e-03	-1.0e+00	  1.1e-06
ENSG00000179869	ABCA13	protein	NA	NA	NA	NA	NA	NA	 1.9e-02	 9.2e-01	NA	NA	NA	NA	NA	NA	NA	NA	  9.2e-01
ENSG00000107331	ABCA2	protein	-1.9e-01	-2.2e-04	NA	NA	-1.1e-01	-2.3e-01	-1.4e-01	-7.1e-03	 6.1e-02	 2.8e-01	NA	NA	NA	NA	-1.8e-01	-7.4e-02	 -2.1e-04
ENSG00000167972	ABCA3	protein	 2.3e-01	 6.5e-02	NA	NA	NA	NA	-2.0e+00	-1.0e-34	-1.3e+00	-1.3e-33	-1.3e+00	-6.6e-03	NA	NA	NA	NA	 -1.6e-36
ENSG00000198691	ABCA4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000154265	ABCA5	protein	NA	NA	NA	NA	-3.5e-01	-2.2e-03	 1.4e-01	 2.4e-01	-2.8e-02	-7.3e-01	NA	NA	NA	NA	NA	NA	 -2.0e-01
ENSG00000154262	ABCA6	protein	-2.0e-01	-1.4e-01	NA	NA	-7.1e-01	-2.2e-10	-1.1e+00	-1.1e-33	-9.7e-01	-6.5e-32	-1.1e+00	-2.5e-03	-5.1e-01	-2.3e-04	NA	NA	 -2.2e-55
ENSG00000064687	ABCA7	protein	NA	NA	NA	NA	-4.4e-01	-2.3e-02	-9.5e-02	-5.4e-01	 5.3e-02	 5.2e-01	NA	NA	NA	NA	NA	NA	 -2.0e-01
ENSG00000141338	ABCA8	protein	-8.5e-01	-2.9e-13	-2.0e+00	-1.5e-33	-1.6e+00	-3.6e-26	-2.0e+00	-2.4e-35	-1.6e+00	-8.2e-36	-2.5e+00	-7.4e-09	-1.2e+00	-5.8e-15	-7.1e-01	-8.8e-04	-5.1e-142
ENSG00000154258	ABCA9	protein	NA	NA	NA	NA	NA	NA	NA	NA	-8.2e-01	-2.6e-06	NA	NA	NA	NA	NA	NA	 -2.6e-06
ENSG00000085563	ABCB1	protein	-1.3e+00	-9.5e-27	-3.9e-01	-2.4e-06	-3.7e-01	-3.0e-03	-1.1e+00	-5.4e-31	-6.3e-01	-2.8e-14	NA	NA	-4.0e-01	-8.7e-04	-6.0e-01	-1.3e-04	 -4.1e-64
ENSG00000135776	ABCB10	protein	 6.9e-02	 1.8e-01	 3.2e-02	 3.7e-01	-3.7e-01	-1.1e-08	-2.7e-02	-4.6e-01	-2.9e-02	-4.5e-01	-1.8e-01	-7.2e-02	-2.6e-01	-2.8e-03	-7.9e-02	-3.0e-01	 -1.4e-04
ENSG00000073734	ABCB11	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000005471	ABCB4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.9e-01	-2.8e-01	NA	NA	NA	NA	 -2.8e-01
ENSG00000004846	ABCB5	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000115657	ABCB6	protein	 6.9e-01	 4.8e-17	-2.1e-01	-9.3e-06	-3.3e-01	-5.8e-07	 1.1e-01	 9.6e-02	-1.3e-01	-1.9e-02	-3.8e-01	-7.8e-06	-1.6e-01	-2.6e-02	 4.6e-02	 6.5e-01	 -3.9e-03
ENSG00000131269	ABCB7	protein	-2.6e-01	-7.2e-07	 9.4e-02	 3.0e-02	-2.4e-01	-3.9e-06	 2.6e-01	 7.1e-11	 3.2e-01	 1.0e-10	 2.8e-01	 6.0e-05	-2.8e-01	-5.5e-04	 6.1e-02	 5.5e-01	  1.7e-02
ENSG00000197150	ABCB8	protein	-9.4e-01	-3.9e-24	 5.1e-02	 3.5e-01	-2.5e-01	-5.3e-06	 1.1e-01	 1.5e-03	 4.8e-02	 1.8e-01	-2.3e-01	-3.0e-02	-7.1e-01	-1.9e-08	-1.1e-01	-1.1e-01	 -4.2e-11
ENSG00000150967	ABCB9	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103222	ABCC1	protein	 6.9e-01	 1.7e-23	 2.0e-01	 1.3e-07	 4.2e-01	 5.8e-12	 8.8e-01	 1.4e-24	 8.3e-02	 1.4e-02	 3.9e-01	 7.1e-04	 2.1e-01	 1.4e-03	 4.2e-02	 6.5e-01	  1.2e-49
ENSG00000124574	ABCC10	protein	-6.4e-01	-5.0e-06	NA	NA	-1.9e-02	-7.4e-01	-2.1e-01	-1.9e-06	-2.1e-01	-5.2e-06	-5.2e-01	-9.5e-03	-3.1e-01	-3.6e-02	 7.5e-02	 4.3e-01	 -7.5e-12
ENSG00000121270	ABCC11	protein	NA	NA	NA	NA	NA	NA	NA	NA	-1.3e-01	-6.7e-01	 1.1e-01	 6.4e-01	 3.2e-01	 2.4e-01	NA	NA	  4.8e-01
ENSG00000140798	ABCC12	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000023839	ABCC2	protein	-8.4e-01	-2.9e-15	NA	NA	-1.0e-01	-4.9e-01	-3.5e-01	-1.9e-03	-4.5e-01	-5.6e-04	NA	NA	-5.8e-01	-2.9e-03	NA	NA	 -5.3e-16
ENSG00000108846	ABCC3	protein	 1.1e+00	 4.5e-24	-5.8e-01	-1.2e-14	-2.8e-01	-1.3e-03	-3.0e-01	-4.0e-06	 7.9e-01	 1.7e-13	-2.7e-01	-2.8e-02	 1.7e-01	 3.5e-02	-3.5e-01	-2.3e-02	 -4.1e-01
ENSG00000125257	ABCC4	protein	 1.1e-01	 2.8e-02	-2.3e-01	-2.4e-08	 1.4e-01	 1.3e-03	-4.5e-01	-2.0e-19	NA	NA	 3.7e-01	 2.0e-03	-2.4e-01	-3.1e-03	 4.2e-02	 7.1e-01	 -2.9e-03
ENSG00000114770	ABCC5	protein	NA	NA	NA	NA	 1.8e-01	 2.1e-02	 9.9e-01	 8.1e-18	-1.7e-01	-8.0e-03	NA	NA	NA	NA	NA	NA	  1.9e-06
ENSG00000091262	ABCC6	protein	-1.2e+00	-4.3e-24	NA	NA	NA	NA	-1.0e+00	-4.6e-15	-4.5e-01	-2.3e-06	NA	NA	NA	NA	NA	NA	 -3.5e-39
ENSG00000006071	ABCC8	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000069431	ABCC9	protein	NA	NA	NA	NA	NA	NA	-8.5e-01	-1.8e-15	-4.4e-01	-4.9e-09	NA	NA	NA	NA	NA	NA	 -1.6e-22
ENSG00000101986	ABCD1	protein	 4.4e-01	 6.9e-16	-9.0e-02	-1.8e-01	 4.5e-01	 2.2e-09	 5.9e-02	 2.0e-01	 1.1e-01	 3.3e-03	-1.4e-01	-1.0e-01	 5.6e-02	 4.7e-01	-8.5e-02	-3.4e-01	  9.5e-08
ENSG00000173208	ABCD2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117528	ABCD3	protein	-9.9e-01	-8.3e-23	 7.2e-02	 1.4e-01	-1.7e-01	-1.7e-02	-2.8e-01	-3.1e-10	 3.2e-01	 2.7e-10	 3.6e-01	 4.3e-05	 2.3e-01	 5.0e-03	 5.2e-01	 3.7e-04	  6.3e-01
ENSG00000119688	ABCD4	protein	-5.4e-01	-1.1e-12	-7.2e-02	-4.8e-01	 9.2e-03	 9.2e-01	-1.1e-01	-4.0e-02	 2.4e-01	 7.0e-07	-5.6e-02	-6.6e-01	-1.3e-01	-3.4e-01	-1.5e-01	-1.5e-01	 -6.9e-03
ENSG00000164163	ABCE1	protein	 2.2e-01	 6.4e-25	 4.4e-01	 3.1e-27	 2.0e-01	 2.4e-10	 5.9e-01	 4.1e-34	 3.8e-01	 3.3e-30	 3.0e-01	 1.9e-05	-4.9e-01	-5.6e-09	 9.7e-02	 9.5e-03	  9.3e-76
ENSG00000204574	ABCF1	protein	 2.6e-02	 1.4e-01	 1.6e-01	 2.4e-12	 2.2e-01	 5.7e-15	 4.5e-01	 2.4e-33	 4.1e-01	 5.8e-34	 2.9e-01	 9.2e-05	-2.3e-01	-5.4e-05	 1.3e-01	 2.5e-03	  4.4e-53
ENSG00000285292	ABCF2_ENSG00000285292	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000033050	ABCF2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000161204	ABCF3	protein	-1.4e-01	-2.1e-08	 2.2e-01	 9.8e-19	 2.0e-01	 1.0e-08	 6.9e-01	 8.5e-35	 2.7e-01	 2.2e-24	 4.0e-01	 4.3e-03	-1.5e-01	-2.4e-03	 1.7e-01	 1.6e-04	  3.0e-35
ENSG00000160179	ABCG1	protein	 1.3e+00	 7.5e-28	NA	NA	 4.1e-01	 1.9e-05	-2.7e-01	-1.2e-06	-2.4e-01	-3.7e-05	NA	NA	 8.0e-01	 1.7e-08	 1.8e-01	 4.0e-01	  2.1e-07
ENSG00000118777	ABCG2	protein	 2.4e-01	 2.7e-02	NA	NA	-7.2e-01	-3.3e-06	-1.0e+00	-2.6e-17	-8.4e-01	-2.9e-09	NA	NA	 3.5e-01	 5.8e-02	-7.0e-01	-2.4e-06	 -9.8e-16
ENSG00000172350	ABCG4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138075	ABCG5	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000143921	ABCG8	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000143994	ABHD1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000144827	ABHD10	protein	-1.2e+00	-1.5e-27	 2.6e-03	 9.1e-01	-4.4e-01	-4.9e-14	 1.1e-01	 8.5e-03	 7.9e-02	 2.2e-02	 3.8e-01	 2.0e-04	-3.3e-01	-4.5e-03	 9.8e-02	 1.5e-01	 -2.9e-03
ENSG00000106077	ABHD11	protein	-6.0e-01	-4.5e-23	 2.3e-01	 9.8e-05	-6.9e-01	-7.5e-18	 1.2e-01	 2.0e-03	 2.7e-01	 1.2e-07	 6.4e-01	 1.1e-05	-1.7e-01	-6.6e-02	 2.0e-01	 3.1e-02	  8.4e-01
ENSG00000100997	ABHD12	protein	 3.1e-01	 3.5e-13	 2.8e-01	 5.5e-12	 1.7e-01	 5.8e-05	 1.1e-01	 7.6e-04	 4.4e-02	 1.6e-01	 2.7e-01	 4.8e-04	-4.1e-01	-1.4e-05	 5.9e-02	 4.4e-01	  6.2e-16
ENSG00000131969	ABHD12B	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000139826	ABHD13	protein	-8.2e-02	-3.4e-01	NA	NA	 1.7e-02	 8.4e-01	-1.2e-01	-2.3e-03	 5.0e-02	 2.6e-01	NA	NA	-1.7e-01	-1.0e-01	 2.2e-01	 2.0e-02	  4.2e-01
ENSG00000248487	ABHD14A	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000114786	ABHD14A-ACY1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000114779	ABHD14B	protein	-6.8e-01	-6.9e-29	-2.6e-01	-3.4e-06	-8.1e-01	-1.2e-23	-9.5e-01	-6.4e-34	-5.7e-01	-3.9e-25	-4.2e-01	-3.4e-02	 2.3e-01	 8.2e-03	-2.0e-01	-1.8e-02	 -2.3e-70
ENSG00000168792	ABHD15	protein	-1.8e+00	-2.4e-20	NA	NA	NA	NA	-4.0e-01	-1.3e-09	-3.3e-01	-1.9e-04	NA	NA	NA	NA	NA	NA	 -4.1e-28
ENSG00000204427	ABHD16A	protein	-1.6e-01	-1.6e-05	 1.1e-01	 9.8e-06	-2.9e-02	-4.6e-01	-2.5e-01	-1.9e-16	 3.9e-02	 1.8e-01	 1.8e-01	 1.5e-02	 6.2e-02	 3.8e-01	-5.5e-03	-9.3e-01	 -1.3e-01
ENSG00000183260	ABHD16B	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000129968	ABHD17A	protein	 3.0e-01	 8.0e-10	NA	NA	-2.9e-01	-7.2e-06	-3.6e-01	-1.8e-20	-2.6e-01	-1.6e-13	-3.9e-01	-2.2e-02	NA	NA	-3.4e-01	-2.6e-04	 -1.2e-17
ENSG00000107362	ABHD17B	protein	-9.1e-02	-5.2e-02	-2.4e-01	-4.0e-02	-1.9e-01	-2.7e-04	-4.1e-02	-2.5e-01	-2.8e-01	-1.1e-12	-4.9e-01	-1.2e-02	-5.7e-01	-1.4e-06	 2.0e-01	 2.0e-02	 -1.4e-13
ENSG00000136379	ABHD17C	protein	NA	NA	-8.5e-02	-1.0e-01	-4.2e-01	-2.4e-07	-3.6e-01	-3.6e-13	-3.5e-01	-2.5e-08	-1.1e+00	-4.7e-04	 5.7e-01	 5.9e-07	 9.9e-02	 5.9e-01	 -2.8e-11
ENSG00000164074	ABHD18	protein	-5.5e-01	-1.0e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 -1.0e-08
ENSG00000140526	ABHD2	protein	NA	NA	NA	NA	 2.7e-01	 3.2e-02	-3.6e-01	-1.4e-08	-4.6e-01	-2.8e-13	NA	NA	-5.1e-01	-8.7e-05	NA	NA	 -1.6e-13
ENSG00000158201	ABHD3	protein	-1.4e-01	-9.4e-03	-4.7e-01	-5.2e-07	 1.8e-03	 9.9e-01	 1.9e-01	 8.4e-05	-2.9e-01	-4.5e-08	NA	NA	-2.3e-01	-7.2e-02	NA	NA	 -8.0e-06
ENSG00000100439	ABHD4	protein	-1.4e-01	-4.0e-07	-1.6e-01	-1.8e-02	-6.6e-02	-2.6e-01	-1.2e-01	-8.8e-03	-2.4e-01	-2.0e-09	-6.0e-01	-3.5e-04	-5.9e-02	-4.1e-01	 3.2e-02	 6.8e-01	 -7.7e-14
ENSG00000011198	ABHD5	protein	 2.8e-01	 1.8e-07	-3.0e-01	-4.2e-07	-4.2e-01	-3.6e-08	-5.1e-01	-2.1e-23	-2.0e-01	-2.7e-07	NA	NA	-2.5e-01	-6.4e-02	-5.7e-02	-7.0e-01	 -9.6e-18
ENSG00000163686	ABHD6	protein	-7.4e-01	-3.4e-21	-2.7e-01	-8.6e-09	 1.1e-01	 2.6e-02	-4.3e-01	-3.5e-21	-5.4e-01	-8.9e-28	NA	NA	-7.0e-02	-3.9e-01	 6.6e-03	 9.2e-01	 -4.9e-38
ENSG00000127220	ABHD8	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000136754	ABI1	protein	 3.0e-02	 8.6e-02	-3.1e-02	-1.9e-01	-2.0e-01	-4.5e-07	 6.4e-02	 5.6e-03	-2.7e-01	-3.5e-21	NA	NA	 2.2e-01	 3.6e-05	 1.4e-01	 6.4e-03	 -2.2e-01
ENSG00000138443	ABI2	protein	-1.0e-01	-2.0e-04	-6.9e-01	-6.6e-16	-1.8e-01	-3.3e-04	-6.1e-01	-2.9e-23	-7.2e-01	-1.8e-32	-2.6e-02	-8.2e-01	 5.8e-02	 3.5e-01	-2.0e-01	-5.5e-02	 -5.7e-42
ENSG00000108798	ABI3	protein	 7.4e-01	 1.5e-29	-2.5e-01	-1.2e-10	 2.2e-02	 7.5e-01	-4.2e-01	-1.9e-15	-3.3e-01	-7.5e-16	-2.5e-01	-6.3e-03	 1.7e-01	 2.8e-02	-7.9e-02	-4.0e-01	 -6.5e-08
ENSG00000154175	ABI3BP	protein	 4.5e-01	 2.4e-06	-1.9e+00	-8.1e-33	-2.4e+00	-5.0e-26	-1.8e+00	-1.6e-34	-1.5e+00	-3.6e-34	NA	NA	-4.2e-02	-7.4e-01	-7.8e-01	-1.1e-03	 -3.6e-67
ENSG00000119328	ABITRAM	protein	 9.3e-02	 9.0e-03	NA	NA	 3.1e-01	 5.5e-05	 1.4e-01	 9.0e-05	 9.7e-02	 7.7e-03	 4.2e-02	 8.4e-01	-2.0e-01	-4.6e-03	 5.7e-02	 3.2e-01	  1.2e-05
ENSG00000097007	ABL1	protein	-9.0e-03	-7.2e-01	-4.0e-01	-5.0e-12	 8.4e-02	 1.3e-02	-1.8e-01	-1.9e-14	 3.7e-02	 8.7e-02	-3.2e-01	-5.5e-04	 2.5e-03	 9.6e-01	-4.3e-01	-2.0e-08	 -2.9e-12
ENSG00000143322	ABL2	protein	 2.7e-01	 6.3e-11	NA	NA	 3.4e-01	 3.3e-06	-1.0e-02	-6.8e-01	 2.1e-01	 1.6e-12	NA	NA	-2.5e-01	-3.7e-04	 1.6e-02	 8.5e-01	  3.6e-09
ENSG00000099204	ABLIM1	protein	-5.0e-01	-9.2e-27	-2.3e-01	-3.6e-09	-1.4e+00	-3.1e-26	-1.3e+00	-1.1e-34	-1.2e+00	-5.3e-34	-4.1e-01	-2.2e-03	-3.7e-03	-9.4e-01	 1.5e-01	 2.6e-01	 -3.0e-80
ENSG00000163995	ABLIM2	protein	-5.4e-01	-2.8e-16	NA	NA	-6.5e-01	-1.3e-05	-1.5e+00	-2.5e-35	-1.1e+00	-2.6e-32	NA	NA	-4.7e-01	-4.7e-08	-1.7e-01	-2.0e-01	 -1.3e-70
ENSG00000173210	ABLIM3	protein	 7.7e-01	 6.7e-19	-4.8e-01	-2.3e-03	-9.5e-01	-6.6e-22	-1.7e+00	-2.1e-35	-1.4e+00	-5.8e-36	-1.8e+00	-5.3e-06	 2.6e-01	 1.7e-03	-1.1e+00	-5.8e-05	 -7.4e-35
ENSG00000175164	ABO	protein	-1.3e-01	-2.8e-01	-5.5e-01	-6.8e-04	-2.8e-01	-1.4e-01	-3.2e-01	-3.4e-02	 4.1e-02	 7.3e-01	NA	NA	-7.9e-01	-1.8e-03	NA	NA	 -9.6e-06
ENSG00000159842	ABR	protein	 4.8e-01	 5.0e-23	-9.7e-02	-1.5e-04	NA	NA	-2.6e-01	-9.9e-18	 1.4e-02	 6.2e-01	NA	NA	 5.3e-01	 9.2e-15	 1.2e-01	 4.6e-02	  9.2e-04
ENSG00000174429	ABRA	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000146386	ABRACL	protein	-2.1e-01	-9.1e-05	 6.3e-01	 2.2e-11	 5.7e-01	 2.2e-08	 7.8e-01	 9.9e-24	 3.3e-01	 5.1e-05	 1.7e+00	 3.3e-08	 4.7e-01	 3.5e-05	 7.0e-01	 2.9e-07	  1.3e-39
ENSG00000163322	ABRAXAS1	protein	 9.0e-02	 3.5e-02	 9.7e-02	 8.7e-02	 3.8e-02	 5.3e-01	 8.6e-02	 1.5e-03	 9.3e-02	 3.6e-03	-4.3e-02	-7.0e-01	-1.4e-01	-1.4e-01	-1.2e-01	-7.8e-02	  1.4e-02
