ensembl	symbol	datatype	CCRCC.val	CCRCC.pval	COAD.val	COAD.pval	HNSCC.val	HNSCC.pval	LSCC.val	LSCC.pval	LUAD.val	LUAD.pval	OV.val	OV.pval	PDAC.val	PDAC.pval	UCEC.val	UCEC.pval	metap
ENSG00000188488	SERPINA5	protein	-8.3e-01	-1.4e-19	-5.5e-01	-6.2e-15	-1.0e+00	-3.2e-17	-1.3e+00	-4.6e-31	-1.2e+00	-8.1e-31	-8.3e-01	-2.0e-04	 1.8e-01	 6.7e-02	-8.6e-01	-3.0e-04	 -5.1e-81
ENSG00000170099	SERPINA6	protein	 1.3e-01	 1.0e-01	-1.1e+00	-4.8e-26	-1.3e+00	-1.8e-25	-1.4e+00	-5.6e-34	-1.1e+00	-2.6e-33	-1.4e+00	-5.9e-09	 6.9e-01	 6.5e-08	-1.2e+00	-3.2e-10	 -1.4e-70
ENSG00000123561	SERPINA7	protein	 2.1e-01	 7.0e-03	-1.0e+00	-8.9e-25	-1.4e+00	-2.0e-25	-1.4e+00	-1.1e-33	-1.1e+00	-2.9e-34	-1.4e+00	-3.7e-09	 2.8e-01	 7.9e-03	-1.1e+00	-2.4e-10	 -3.9e-75
ENSG00000170054	SERPINA9	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000021355	SERPINB1	protein	 6.3e-01	 3.8e-29	 2.6e-01	 1.4e-07	-8.2e-01	-1.6e-13	-5.7e-01	-2.8e-18	 5.3e-02	 2.8e-01	-8.4e-02	-4.8e-01	 7.0e-03	 9.5e-01	 7.0e-01	 1.4e-08	  1.3e-02
ENSG00000242550	SERPINB10	protein	 6.8e-01	 1.6e-11	 4.5e-01	 3.9e-06	 8.2e-01	 1.1e-15	-1.5e-01	-2.0e-01	-6.3e-01	-2.3e-09	NA	NA	 2.6e-01	 7.5e-02	 3.5e-01	 8.8e-02	  3.7e-09
ENSG00000206072	SERPINB11	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000166634	SERPINB12	protein	NA	NA	NA	NA	-7.1e-01	-6.8e-05	 2.2e-02	 8.5e-01	NA	NA	NA	NA	NA	NA	NA	NA	  7.2e-03
ENSG00000197641	SERPINB13	protein	NA	NA	NA	NA	-1.1e+00	-2.1e-11	 1.7e+00	 1.9e-15	NA	NA	NA	NA	NA	NA	NA	NA	  3.8e-01
ENSG00000197632	SERPINB2	protein	NA	NA	NA	NA	-8.6e-01	-6.6e-07	 5.9e-01	 2.0e-05	-4.4e-01	-1.4e-11	-4.4e-01	-5.7e-02	 6.3e-01	 1.4e-05	-2.2e-03	-1.0e+00	 -4.0e-02
ENSG00000057149	SERPINB3	protein	NA	NA	NA	NA	-4.9e-01	-6.4e-04	 1.1e+00	 1.4e-08	-5.3e-01	-2.1e-03	NA	NA	 1.0e+00	 3.3e-05	 6.9e-01	 1.3e-02	  9.4e-03
ENSG00000206073	SERPINB4	protein	NA	NA	NA	NA	 3.8e-01	 2.8e-02	 1.2e+00	 2.7e-10	-9.2e-02	-5.3e-01	NA	NA	 4.7e-01	 2.6e-02	NA	NA	  4.5e-07
ENSG00000206075	SERPINB5	protein	 2.0e-01	 9.1e-02	 1.5e+00	 1.9e-14	-2.3e-02	-8.4e-01	 2.1e+00	 1.6e-27	 7.3e-02	 6.2e-01	-5.0e-01	-1.0e-01	 1.8e+00	 1.1e-18	 1.2e+00	 2.1e-05	  1.2e-29
ENSG00000124570	SERPINB6	protein	 1.5e-02	 6.4e-01	-3.8e-01	-3.9e-13	-6.1e-01	-3.4e-20	-1.1e+00	-2.6e-35	-7.1e-01	-1.5e-32	NA	NA	 3.3e-01	 2.5e-04	-3.0e-01	-4.9e-04	 -6.9e-52
ENSG00000166396	SERPINB7	protein	 4.1e-01	 3.3e-04	-3.9e-01	-2.3e-02	 7.3e-01	 6.9e-08	 5.9e-01	 1.6e-10	 1.3e+00	 1.2e-19	-5.6e-01	-1.1e-01	 1.1e+00	 3.4e-05	 1.4e-01	 4.2e-01	  1.8e-19
ENSG00000166401	SERPINB8	protein	 8.8e-01	 9.4e-24	 4.2e-01	 6.7e-16	 9.9e-02	 3.0e-01	-2.2e-01	-2.4e-04	-3.8e-01	-4.8e-10	 1.5e-01	 3.3e-01	 7.5e-01	 3.9e-09	 4.5e-01	 6.2e-04	  4.8e-12
ENSG00000170542	SERPINB9	protein	 3.0e-01	 2.8e-11	 1.5e-01	 5.0e-04	 5.8e-01	 2.9e-12	-4.3e-01	-1.8e-13	-4.1e-01	-1.6e-16	-1.6e-01	-1.5e-01	 1.1e+00	 6.6e-15	-1.8e-01	-1.9e-01	  2.0e-02
ENSG00000117601	SERPINC1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000099937	SERPIND1	protein	-3.1e-02	-7.1e-01	-1.1e+00	-1.7e-19	-1.3e+00	-3.0e-25	-1.5e+00	-3.5e-34	-1.3e+00	-3.6e-35	-1.7e+00	-1.3e-09	 7.0e-01	 4.1e-08	-9.5e-01	-1.4e-08	 -1.5e-71
ENSG00000106366	SERPINE1	protein	 8.7e-01	 3.8e-13	NA	NA	 1.3e+00	 8.0e-15	 6.8e-01	 4.5e-10	 1.3e-01	 1.5e-01	-4.5e-01	-1.9e-02	 9.9e-01	 8.7e-10	NA	NA	  3.0e-27
ENSG00000135919	SERPINE2	protein	-6.8e-01	-9.2e-15	 3.0e-01	 2.8e-04	 3.7e-02	 8.0e-01	 6.3e-01	 1.3e-13	-7.2e-03	-9.2e-01	-5.2e-01	-1.8e-02	 4.2e-01	 1.6e-03	 4.8e-01	 1.5e-02	  1.8e-02
ENSG00000253309	SERPINE3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000132386	SERPINF1	protein	 1.3e-01	 1.2e-01	-1.8e-01	-4.0e-02	-7.5e-01	-5.0e-14	-2.0e-01	-2.6e-03	-3.3e-01	-1.6e-07	-6.2e-01	-4.9e-03	 1.2e+00	 1.1e-12	-9.5e-01	-3.3e-07	 -1.5e-09
ENSG00000167711	SERPINF2	protein	 1.5e-01	 4.3e-02	-9.8e-01	-2.5e-24	-1.2e+00	-1.7e-24	-1.4e+00	-7.0e-34	-1.2e+00	-2.9e-34	-1.5e+00	-7.3e-09	 6.9e-01	 7.4e-09	-1.3e+00	-9.1e-10	 -8.6e-67
ENSG00000149131	SERPING1	protein	 7.8e-03	 9.4e-01	-8.9e-01	-1.4e-22	-1.2e+00	-5.2e-25	-1.3e+00	-1.5e-34	-1.1e+00	-1.1e-33	-9.4e-01	-1.2e-06	 7.0e-01	 9.2e-10	-1.0e+00	-6.0e-09	 -4.8e-67
ENSG00000149257	SERPINH1	protein	 8.9e-01	 2.1e-27	 1.0e+00	 3.1e-27	 1.2e+00	 1.9e-23	 8.8e-01	 4.6e-31	 8.6e-01	 3.0e-32	 7.3e-01	 5.7e-07	 1.2e+00	 4.2e-15	-7.8e-01	-5.0e-10	 2.0e-105
ENSG00000163536	SERPINI1	protein	-3.1e-01	-1.2e-07	NA	NA	 1.4e-01	 1.3e-01	 6.0e-01	 7.4e-13	 1.8e-01	 8.9e-03	NA	NA	-1.1e+00	-1.1e-12	 7.5e-01	 2.5e-07	  9.7e-02
ENSG00000114204	SERPINI2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.3e+00	-2.6e-15	NA	NA	 -2.6e-15
ENSG00000197019	SERTAD1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000179833	SERTAD2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000167565	SERTAD3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000082497	SERTAD4	protein	 1.0e-01	 6.9e-01	NA	NA	NA	NA	-4.8e-01	-4.2e-02	NA	NA	NA	NA	NA	NA	NA	NA	  2.5e-01
ENSG00000180440	SERTM1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000260802	SERTM2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000080546	SESN1	protein	-3.4e-01	-1.1e-14	NA	NA	-6.6e-01	-1.7e-13	-6.6e-01	-2.6e-33	-5.0e-01	-5.2e-25	NA	NA	-9.7e-01	-2.6e-11	 1.4e-02	 8.4e-01	 -6.7e-72
ENSG00000130766	SESN2	protein	-1.3e-01	-7.1e-03	NA	NA	-1.0e-01	-6.3e-01	-5.5e-02	-3.0e-01	 2.7e-02	 5.9e-01	NA	NA	NA	NA	NA	NA	 -6.7e-02
ENSG00000149212	SESN3	protein	-2.1e-01	-9.8e-04	NA	NA	 2.2e-01	 1.5e-02	 8.8e-02	 7.3e-02	-1.1e-01	-2.4e-02	NA	NA	NA	NA	NA	NA	  5.1e-01
ENSG00000187231	SESTD1	protein	-1.6e-01	-6.1e-07	-6.0e-01	-3.4e-13	-2.2e-01	-9.4e-07	-8.0e-01	-1.1e-33	-7.6e-01	-8.1e-35	-6.5e-01	-1.5e-06	 4.2e-01	 7.9e-07	-9.7e-02	-2.1e-01	 -1.6e-51
ENSG00000119335	SET	protein	 8.1e-02	 6.9e-03	 4.5e-01	 6.9e-09	 2.4e-01	 5.7e-07	 5.2e-01	 9.9e-33	 4.7e-01	 4.8e-34	 6.1e-01	 1.7e-07	-3.0e-01	-4.3e-07	-9.6e-03	-8.7e-01	  2.8e-40
ENSG00000152217	SETBP1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000099381	SETD1A	protein	 2.6e-01	 5.0e-22	 7.5e-02	 1.0e-01	 5.4e-02	 2.5e-02	 1.3e-01	 3.0e-10	NA	NA	 1.1e-01	 8.4e-02	-1.3e-01	-1.8e-02	NA	NA	  5.0e-15
ENSG00000139718	SETD1B	protein	 5.7e-02	 1.6e-01	NA	NA	-9.7e-02	-1.4e-01	 8.4e-03	 6.9e-01	 1.1e-02	 6.4e-01	-4.3e-02	-6.1e-01	-3.0e-01	-8.8e-09	-2.7e-01	-9.6e-07	 -8.4e-05
ENSG00000181555	SETD2	protein	-1.6e-01	-2.0e-09	 1.4e-01	 1.8e-02	 4.8e-02	 2.2e-01	 6.5e-02	 2.0e-04	 6.2e-02	 1.9e-03	-1.6e-01	-2.4e-02	-1.5e-01	-1.1e-03	-1.9e-03	-9.6e-01	 -6.9e-01
ENSG00000183576	SETD3	protein	-6.0e-01	-1.3e-28	 2.1e-03	 9.3e-01	-3.6e-02	-2.2e-01	-3.6e-03	-9.1e-01	 1.0e-01	 1.8e-05	 1.4e-01	 6.2e-02	-1.9e-01	-1.1e-06	 2.1e-01	 5.8e-05	  1.4e-01
ENSG00000185917	SETD4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000168137	SETD5	protein	NA	NA	NA	NA	 1.2e-01	 3.9e-01	-2.2e-01	-1.8e-02	 1.2e-01	 2.0e-01	NA	NA	 2.5e-01	 1.7e-01	 5.5e-02	 4.5e-01	  3.9e-01
ENSG00000103037	SETD6	protein	NA	NA	NA	NA	-4.9e-01	-1.6e-01	 9.3e-03	 8.7e-01	 3.6e-02	 6.0e-01	NA	NA	NA	NA	 2.1e-01	 1.6e-02	  4.0e-01
ENSG00000145391	SETD7	protein	 6.5e-01	 1.4e-25	-4.9e-01	-1.0e-11	-4.3e-01	-3.3e-15	-4.9e-01	-5.4e-27	-3.9e-02	-2.0e-01	-1.0e+00	-8.9e-10	 9.5e-02	 5.2e-02	-7.6e-01	-4.0e-06	 -4.9e-22
ENSG00000155542	SETD9	protein	-6.1e-01	-4.1e-11	NA	NA	-9.1e-01	-5.7e-05	-2.9e-01	-1.1e-02	-1.3e-01	-1.9e-01	 3.2e-02	 7.8e-01	NA	NA	 3.7e-01	 2.7e-02	 -9.8e-07
ENSG00000143379	SETDB1	protein	 3.2e-01	 1.0e-25	 9.5e-02	 7.5e-02	 1.8e-01	 5.4e-09	 3.9e-01	 4.7e-34	 3.1e-01	 3.1e-27	 9.4e-02	 1.2e-01	 4.9e-02	 3.3e-01	 1.0e-01	 1.6e-02	  1.8e-59
ENSG00000136169	SETDB2	protein	NA	NA	NA	NA	NA	NA	-1.2e-01	-1.2e-01	-2.3e-01	-1.9e-02	NA	NA	NA	NA	NA	NA	 -5.6e-03
ENSG00000170364	SETMAR	protein	-4.1e-01	-2.4e-21	-6.7e-01	-5.7e-03	-5.5e-01	-1.5e-14	-4.4e-01	-5.2e-22	-4.0e-01	-2.3e-23	-4.1e-01	-1.7e-03	-8.4e-01	-9.9e-19	-2.8e-01	-4.9e-03	 -3.3e-82
ENSG00000230667	SETSIP	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000107290	SETX	protein	NA	NA	-3.9e-01	-2.5e-05	 1.8e-01	 1.5e-06	 8.8e-02	 3.1e-03	-2.9e-02	-2.2e-01	-1.3e-01	-7.8e-02	-1.0e-01	-2.6e-02	-9.6e-02	-4.4e-02	 -1.7e-01
ENSG00000063015	SEZ6	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100095	SEZ6L	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000174938	SEZ6L2	protein	 4.6e-01	 1.1e-07	NA	NA	 1.0e+00	 2.9e-09	 1.9e-01	 9.6e-03	 2.7e-01	 4.7e-05	 3.7e-02	 7.5e-01	 1.1e-01	 3.6e-01	-1.5e-01	-2.1e-01	  1.4e-11
ENSG00000168066	SF1	protein	 9.6e-02	 5.2e-09	 1.9e-01	 2.8e-18	 1.3e-01	 2.5e-10	 2.6e-01	 7.0e-30	 2.3e-01	 5.6e-31	 2.3e-01	 7.8e-02	 4.3e-02	 1.2e-01	-7.5e-02	-4.5e-02	  2.5e-57
ENSG00000099995	SF3A1	protein	 3.7e-02	 4.7e-02	 4.5e-01	 3.9e-30	 2.0e-01	 1.4e-13	 3.9e-01	 5.7e-35	 3.0e-01	 1.8e-34	 4.0e-01	 1.7e-08	-1.0e-01	-1.8e-04	-1.2e-02	-6.6e-01	  1.4e-61
ENSG00000104897	SF3A2	protein	-2.4e-02	-3.3e-01	 4.9e-01	 6.8e-30	 3.1e-01	 1.4e-17	 4.8e-01	 3.8e-35	 4.5e-01	 1.8e-35	 4.7e-01	 3.0e-07	 1.1e-01	 1.3e-02	 7.8e-03	 8.0e-01	  2.5e-74
ENSG00000183431	SF3A3	protein	-2.6e-02	-1.7e-01	 4.8e-01	 5.8e-29	 2.5e-01	 4.0e-15	 3.5e-01	 2.7e-34	 2.9e-01	 5.5e-34	 6.1e-01	 4.8e-09	 3.6e-01	 3.5e-11	-7.1e-02	-2.9e-02	  2.6e-76
ENSG00000115524	SF3B1	protein	-2.7e-02	-7.7e-02	 4.9e-01	 1.7e-32	 3.2e-01	 2.0e-20	 4.5e-01	 7.5e-35	 3.3e-01	 4.0e-34	 5.0e-01	 7.5e-10	 3.2e-02	 2.3e-01	 1.5e-01	 6.8e-05	  8.2e-85
ENSG00000087365	SF3B2	protein	 2.9e-02	 9.7e-02	 4.2e-01	 5.1e-30	 2.1e-01	 1.4e-11	 4.2e-01	 7.5e-35	 3.7e-01	 8.5e-36	 5.0e-01	 4.6e-10	-2.3e-01	-3.5e-10	 1.7e-02	 6.8e-01	  6.4e-57
ENSG00000189091	SF3B3	protein	 7.2e-02	 2.8e-06	 3.5e-01	 1.2e-24	 1.9e-01	 1.8e-11	 3.7e-01	 4.4e-35	 3.0e-01	 7.4e-34	 5.4e-01	 5.4e-10	 1.1e-01	 1.0e-04	 1.8e-03	 9.5e-01	  3.9e-88
ENSG00000143368	SF3B4	protein	 1.1e-02	 5.4e-01	 6.1e-01	 4.1e-25	 2.1e-01	 2.1e-03	 6.4e-01	 3.1e-33	 5.8e-01	 9.0e-34	 7.5e-01	 9.6e-07	-3.1e-01	-3.0e-06	 1.6e-01	 1.8e-02	  4.5e-47
ENSG00000169976	SF3B5	protein	-2.9e-03	-9.0e-01	 3.7e-01	 5.7e-26	 1.8e-01	 1.7e-08	 5.2e-01	 8.8e-32	 4.3e-01	 8.1e-34	 1.5e-01	 1.2e-02	 1.2e-01	 1.6e-03	-2.4e-02	-5.7e-01	  4.5e-57
ENSG00000115128	SF3B6	protein	 5.2e-02	 9.3e-03	 5.7e-01	 3.1e-30	 2.9e-01	 3.6e-15	 5.9e-01	 2.1e-35	 4.9e-01	 5.8e-35	 5.8e-01	 3.3e-09	 2.2e-01	 8.7e-06	 1.0e-01	 3.3e-03	  1.1e-99
ENSG00000198089	SFI1	protein	NA	NA	NA	NA	NA	NA	-1.0e-01	-2.5e-01	 2.3e-01	 3.2e-03	NA	NA	NA	NA	NA	NA	  2.0e-01
ENSG00000163935	SFMBT1	protein	-8.3e-02	-5.9e-01	-2.9e-02	-8.8e-01	-4.4e-01	-6.0e-04	 3.4e-01	 8.2e-14	-1.3e-01	-2.1e-02	NA	NA	-2.2e-01	-2.0e-01	-7.5e-02	-3.4e-01	 -6.5e-01
ENSG00000198879	SFMBT2	protein	NA	NA	NA	NA	NA	NA	 5.0e-02	 4.9e-01	NA	NA	NA	NA	NA	NA	NA	NA	  4.9e-01
ENSG00000175793	SFN	protein	 7.5e-01	 1.4e-09	 1.6e-01	 2.1e-02	 2.2e-01	 6.7e-02	 1.7e+00	 5.3e-29	 1.1e+00	 1.1e-30	 3.6e-01	 3.5e-01	 1.9e+00	 3.6e-20	 1.1e+00	 4.8e-07	  9.6e-65
ENSG00000116560	SFPQ	protein	 2.4e-02	 2.5e-01	 3.8e-01	 1.6e-30	 3.4e-01	 2.3e-22	 4.5e-01	 4.5e-35	 3.9e-01	 3.6e-35	 4.3e-01	 2.6e-09	 2.9e-02	 1.7e-01	-6.0e-03	-8.2e-01	  9.3e-82
ENSG00000156384	SFR1	protein	-4.1e-02	-6.0e-01	NA	NA	-1.7e-01	-1.5e-01	-3.5e-02	-4.0e-01	-1.4e-01	-1.4e-02	 3.4e-01	 8.1e-03	-6.1e-01	-2.6e-03	 7.5e-02	 3.1e-01	 -8.3e-02
ENSG00000104332	SFRP1	protein	-1.9e+00	-7.6e-29	-1.5e+00	-1.0e-29	-1.4e+00	-7.5e-18	-7.2e-01	-8.7e-12	-1.1e+00	-1.1e-26	-2.0e+00	-1.1e-08	-8.1e-02	-5.3e-01	-8.4e-01	-4.1e-05	 -9.0e-97
ENSG00000145423	SFRP2	protein	 9.1e-02	 5.4e-01	 2.0e-01	 2.2e-01	-2.0e-01	-9.9e-02	 1.3e+00	 1.2e-24	 9.4e-01	 2.0e-15	 6.1e-02	 8.6e-01	 1.2e+00	 6.8e-14	NA	NA	  6.9e-23
ENSG00000106483	SFRP4	protein	 9.2e-02	 4.1e-01	 9.3e-01	 1.3e-10	 1.1e+00	 3.1e-10	 1.2e+00	 7.2e-22	 8.0e-01	 2.6e-18	-6.0e-01	-5.0e-02	 1.0e+00	 4.6e-08	-1.7e+00	-1.0e-06	  4.0e-27
ENSG00000120057	SFRP5	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.4e+00	-3.1e-11	NA	NA	 -3.1e-11
ENSG00000061936	SFSWAP	protein	 3.4e-01	 3.8e-26	 4.9e-01	 2.3e-19	 2.3e-01	 6.7e-13	 3.4e-01	 7.2e-25	 1.1e-01	 2.0e-06	 1.3e-01	 1.3e-01	 5.6e-02	 3.4e-01	-2.6e-02	-5.3e-01	  9.9e-54
ENSG00000198818	SFT2D1	protein	NA	NA	NA	NA	NA	NA	-4.2e-01	-3.1e-05	NA	NA	 3.8e-02	 7.9e-01	NA	NA	NA	NA	  5.8e-03
ENSG00000213064	SFT2D2	protein	-3.1e-02	-6.6e-01	 2.3e-01	 1.2e-08	 3.0e-01	 6.8e-05	 1.4e-01	 1.6e-02	 6.3e-01	 4.7e-19	 1.5e-01	 2.7e-01	-6.6e-02	-5.5e-01	NA	NA	  1.6e-15
ENSG00000173349	SFT2D3	protein	 7.2e-02	 9.8e-02	 2.2e-01	 4.4e-04	 1.1e-02	 9.0e-01	 4.8e-01	 1.5e-17	 4.0e-01	 1.3e-11	 1.2e-01	 2.4e-01	-4.5e-01	-8.6e-05	 3.6e-01	 4.5e-03	  2.5e-13
ENSG00000196260	SFTA2	protein	NA	NA	NA	NA	NA	NA	NA	NA	 3.9e-01	 2.9e-03	NA	NA	NA	NA	NA	NA	  2.9e-03
ENSG00000229415	SFTA3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000122852	SFTPA1	protein	NA	NA	NA	NA	NA	NA	-1.7e+00	-4.9e-33	-1.0e+00	-1.7e-17	NA	NA	NA	NA	NA	NA	 -1.5e-47
ENSG00000185303	SFTPA2	protein	NA	NA	NA	NA	NA	NA	-1.4e+00	-2.4e-33	-8.2e-01	-1.4e-19	NA	NA	NA	NA	NA	NA	 -2.9e-50
ENSG00000168878	SFTPB	protein	NA	NA	NA	NA	NA	NA	-1.3e+00	-7.7e-29	-3.5e-01	-3.4e-05	NA	NA	NA	NA	NA	NA	 -3.0e-27
ENSG00000168484	SFTPC	protein	NA	NA	NA	NA	NA	NA	-2.5e+00	-2.8e-35	-1.6e+00	-1.0e-35	NA	NA	NA	NA	NA	NA	 -3.2e-69
ENSG00000133661	SFTPD	protein	NA	NA	NA	NA	NA	NA	-2.0e+00	-4.4e-34	-1.0e+00	-7.3e-16	NA	NA	NA	NA	NA	NA	 -1.9e-46
ENSG00000164466	SFXN1	protein	-6.6e-01	-2.2e-17	 3.5e-01	 1.8e-19	 3.8e-01	 1.6e-17	 7.1e-01	 1.0e-33	 6.5e-01	 1.7e-30	 2.8e-01	 2.1e-04	 1.4e-01	 9.1e-03	 4.7e-01	 5.5e-07	  3.9e-55
ENSG00000156398	SFXN2	protein	-1.8e+00	-9.6e-28	 4.9e-02	 3.3e-01	-2.8e-01	-9.2e-04	 2.1e-02	 7.1e-01	 2.8e-01	 4.3e-05	 3.6e-01	 2.7e-02	-5.6e-01	-4.8e-06	-4.8e-01	-3.8e-03	  6.1e-05
ENSG00000107819	SFXN3	protein	 2.4e-01	 5.4e-06	 1.0e-01	 1.5e-02	 3.0e-01	 1.6e-08	-5.6e-01	-8.2e-22	 8.9e-02	 5.9e-02	NA	NA	 5.9e-01	 9.1e-17	-6.4e-01	-4.6e-07	  3.0e-04
ENSG00000183605	SFXN4	protein	-5.2e-01	-1.0e-15	 1.6e-01	 4.5e-05	-1.9e-02	-8.2e-01	 1.9e-01	 7.0e-05	 1.1e-01	 1.5e-02	 1.1e-01	 2.9e-01	-2.7e-01	-7.7e-02	 1.5e-01	 2.3e-02	  1.8e-01
ENSG00000144040	SFXN5	protein	-1.2e+00	-1.1e-28	-5.8e-01	-3.1e-12	-6.0e-02	-2.6e-01	-1.8e-01	-5.8e-05	-1.2e-01	-5.3e-03	 1.1e-01	 2.7e-01	-7.0e-01	-1.6e-07	 1.2e-01	 1.6e-01	 -2.9e-24
ENSG00000108823	SGCA	protein	NA	NA	NA	NA	-4.4e-01	-6.4e-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 -6.4e-03
ENSG00000163069	SGCB	protein	-1.8e-02	-8.4e-01	-8.3e-01	-4.2e-19	-4.9e-01	-7.0e-04	-6.7e-01	-2.8e-23	-4.3e-01	-5.6e-15	-9.7e-01	-5.9e-09	 6.2e-02	 4.6e-01	-7.5e-01	-5.3e-06	 -3.2e-45
ENSG00000170624	SGCD	protein	-2.7e-01	-2.3e-04	-1.1e+00	-5.7e-24	-7.1e-01	-2.0e-06	-6.4e-01	-9.2e-17	-4.9e-01	-1.6e-16	-1.1e+00	-1.0e-08	 3.4e-01	 2.8e-03	-6.6e-01	-1.5e-01	 -7.7e-44
ENSG00000127990	SGCE	protein	-2.9e-01	-7.4e-04	-1.0e+00	-5.5e-25	-5.4e-01	-7.1e-11	-6.6e-01	-4.1e-25	-5.1e-01	-2.4e-21	NA	NA	 3.6e-01	 6.3e-05	-8.3e-01	-1.7e-06	 -9.0e-54
ENSG00000102683	SGCG	protein	NA	NA	NA	NA	-6.9e-01	-1.1e-03	-1.9e+00	-8.7e-31	-1.4e+00	-7.0e-26	NA	NA	NA	NA	NA	NA	 -2.2e-48
ENSG00000185053	SGCZ	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000176476	SGF29	protein	 8.5e-02	 2.3e-03	 1.1e-01	 2.3e-01	 2.1e-01	 1.7e-07	 1.8e-01	 7.6e-13	 6.2e-02	 1.8e-02	 2.1e-01	 1.6e-02	 2.0e-02	 6.8e-01	 6.0e-02	 1.1e-01	  1.2e-16
ENSG00000118473	SGIP1	protein	 1.2e-01	 1.2e-01	NA	NA	-2.1e-01	-1.5e-01	-5.9e-01	-5.1e-15	-4.8e-01	-8.9e-18	NA	NA	 3.9e-01	 2.1e-04	-2.2e-01	-1.8e-01	 -1.3e-08
ENSG00000118515	SGK1	protein	NA	NA	NA	NA	 3.6e-01	 3.5e-02	 4.2e-01	 1.0e-05	-2.0e-01	-1.2e-01	NA	NA	NA	NA	NA	NA	  4.1e-03
ENSG00000101049	SGK2	protein	-8.2e-01	-4.7e-23	-3.9e-01	-1.1e-04	NA	NA	NA	NA	NA	NA	NA	NA	-1.5e+00	-7.3e-09	NA	NA	 -1.6e-29
ENSG00000104205	SGK3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000198964	SGMS1	protein	 9.3e-03	 9.0e-01	NA	NA	 3.7e-01	 4.5e-05	 3.5e-02	 6.2e-01	-2.9e-02	-5.8e-01	-2.0e-01	-3.2e-01	NA	NA	NA	NA	  1.6e-01
ENSG00000164023	SGMS2	protein	NA	NA	NA	NA	NA	NA	-5.9e-01	-1.7e-07	 2.7e-01	 2.6e-05	NA	NA	NA	NA	NA	NA	  4.7e-01
ENSG00000129810	SGO1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000163535	SGO2	protein	NA	NA	NA	NA	 2.3e-01	 2.6e-01	-1.8e-01	-6.1e-01	NA	NA	NA	NA	NA	NA	NA	NA	  6.6e-01
ENSG00000166224	SGPL1	protein	 2.1e-01	 8.8e-07	 4.0e-01	 1.1e-23	 5.7e-01	 2.3e-18	 1.0e+00	 8.0e-35	 7.4e-01	 1.2e-33	 8.3e-01	 2.7e-09	 2.3e-01	 4.4e-03	 4.5e-01	 6.7e-04	 8.5e-101
ENSG00000126821	SGPP1	protein	-5.3e-01	-1.1e-17	-7.0e-03	-9.1e-01	 8.2e-01	 2.1e-16	-2.2e-01	-3.1e-06	 1.5e-01	 1.3e-05	-4.1e-01	-1.5e-01	-4.6e-01	-7.1e-06	-8.6e-01	-7.9e-08	 -1.9e-05
ENSG00000163082	SGPP2	protein	NA	NA	NA	NA	NA	NA	 4.8e-01	 7.4e-09	 1.0e+00	 7.0e-21	NA	NA	NA	NA	 4.0e-01	 4.2e-02	  3.2e-23
